data_path,label
/data/duke_data/size_64/split_datalabel/neg/1-063-24_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-006-17_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-165-84_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-062-64_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-021-19_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-106-100_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-020-23_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-154-14_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-160-64_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-167-30_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-034-17_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-013-76_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-130-45_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-148-39_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-074-30_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-255-46_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-099-60_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-180-75_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-011-92_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-114-18_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-091-62_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-033-70_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-045-40_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-160-12_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-081-7_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-021-79_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-036-93_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-049-40_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-058-74_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-078-17_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-040-30_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-057-75_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-120-11_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-119-53_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-158-74_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-009-29_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-118-47_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-153-43_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-182-86_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-002-53_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-129-9_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-107-39_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-071-27_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-161-30_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-013-46_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-047-14_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-047-95_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-068-5_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-077-92_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-039-59_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-028-31_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-039-84_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-124-37_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-055-33_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-006-26_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-152-14_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-068-79_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-089-51_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-031-100_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-042-18_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-019-59_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-029-34_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-106-12_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-059-3_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-065-15_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-132-54_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-098-29_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-174-82_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-104-56_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-032-64_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-170-86_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-134-5_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-006-68_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-060-5_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-048-28_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-029-58_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-064-91_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-121-49_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-026-75_64.png,neg
/data/duke_data/size_64/split_datalabel/neg/1-144-73_64.png,neg
/data/duke_data/size_64/split_datalabel/pos/1-142-63_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-113-10_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-141-63_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-079-83_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-093-5_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-092-61_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-158-18_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-098-1_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-061-14_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-115-5_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-078-15_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-092-77_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-081-99_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-070-9_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-085-27_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-090-57_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-123-42_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-162-26_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-073-68_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-127-28_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-090-5_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-124-43_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-155-90_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-072-39_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-093-1_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-115-81_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-107-10_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-149-56_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-116-100_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-106-94_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-141-28_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-071-99_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-072-12_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-163-56_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-094-13_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-109-58_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-105-42_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-120-28_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-100-16_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-104-77_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-084-33_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-072-44_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-079-45_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-068-2_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-058-83_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-072-45_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-077-40_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-073-40_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-056-16_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-089-35_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-093-47_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-103-28_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-101-58_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-090-35_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-056-57_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-083-27_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-079-16_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-057-78_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-151-46_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-079-20_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-108-85_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-096-93_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-059-45_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-099-5_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-112-35_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-091-31_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-104-91_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-075-9_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-162-56_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-077-15_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-075-68_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-066-45_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-087-12_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-089-74_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-059-96_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-060-11_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-131-42_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-107-79_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-073-11_64.png,pos
/data/duke_data/size_64/split_datalabel/pos/1-087-5_64.png,pos
